,car_title,car_price,car_description,car_location
604,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
605,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
606,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
607,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
608,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
609,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
610,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
611,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
612,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
613,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
614,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
615,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
616,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
617,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
618,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
619,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
620,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
621,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
622,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
623,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
624,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
625,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
626,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
627,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
628,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
629,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
630,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
631,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
632,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
633,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
634,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
635,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
636,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
637,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
638,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
639,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
640,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
641,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
642,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
643,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
644,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
645,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
646,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
647,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
648,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
649,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
650,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
651,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
652,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
653,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
654,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
655,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
656,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
657,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
658,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
659,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
660,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
661,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
662,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
663,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
664,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
665,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
666,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
667,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
668,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
669,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
670,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
671,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
672,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
673,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
674,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
675,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
676,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
677,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
678,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
679,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
680,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
681,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
682,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
683,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
684,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
685,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
686,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
687,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
688,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
689,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
690,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
691,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
692,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
693,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
694,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
695,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
696,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
697,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
698,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
699,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
700,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
701,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
702,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
703,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
704,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
705,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
706,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
707,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
708,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
709,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
710,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
711,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
712,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
713,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
714,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
715,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
716,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
717,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
718,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
719,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
720,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
721,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
722,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
723,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
724,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
725,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
726,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
727,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
728,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
729,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
730,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
731,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
732,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
733,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
734,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
735,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
736,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
737,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
738,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
739,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
740,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
741,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
742,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
743,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
744,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
745,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
746,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
747,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
748,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
749,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
750,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
751,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
752,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
753,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
754,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
755,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
756,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
757,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
758,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
759,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
760,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
761,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
762,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
