,car_title,car_price,car_description,car_location
763,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
764,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
765,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
766,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
767,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
768,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
769,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
770,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
771,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
772,Mazda 6,8 800 000 ₸,"2015 г., седан, 2 л, бензин, КПП автомат, коричневый, литые диски, тонировка, люк, обогрев зеркал, хрустальная оптика,...",Аккыстау
773,Mazda 6,1 005 055 ₸,"аварийная
2012 г., седан, 2 л, бензин, КПП вариатор",Актобе
774,Mazda 6,12 400 000 ₸,"2018 г., седан, 2.5 л, бензин, КПП автомат, 10 306 км, серый, литые диски, тонировка, люк, ксенон, хрустальная оптика,...",Караганда
775,Mazda 6,4 750 000 ₸,"2014 г., седан, 2.5 л, бензин, КПП автомат, 112 000 км, красный, литые диски, тонировка, ксенон, дневные ходовые огни,...",Ереван
776,Mazda 6,4 000 000 ₸,"2013 г., седан, 2.5 л, бензин, КПП автомат, 119 000 км, черный, металлик, литые диски, тонировка, обогрев зеркал, хрус...",Атырау
777,Mazda 6,11 700 700 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, тонировка, хрустальная оптика, линзованная оптика, дн...",Атырау
778,Mazda 6,10 920 000 ₸,"новая
2019 г., седан, 2 л, бензин, КПП автомат, металлик, литые диски, хрустальная оптика, линзованная оптика, дневные ходов...",Атырау
779,Mazda 6,8 200 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 88 000 км, ксенон, биксенон, противотуманки, омыватель фар, линзованная опти...",Актобе
780,Mazda 6,6 000 000 ₸,"2012 г., хэтчбек, 2 л, бензин, КПП автомат, 98 000 км, белый, Бережная эксплуатация. Не бита, не крашена",Нур-Султан (Астана)
781,Mazda 6,6 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 175 000 км, черный, литые диски, тонировка, велюр, аудиосистема, CD, MP3, US...",Экибастуз
782,Mazda 6,10 200 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 6 000 км, черный, металлик, литые диски, тонировка, омыватель фар, линзованн...",Атырау
783,Mazda 6,7 950 000 ₸,"2018 г., седан, 2 л, бензин, КПП автомат, 23 800 км, красный, литые диски, тонировка, противотуманки, обогрев зеркал,...",Атырау
784,Mazda 6,8 500 000 ₸,"2018 г., седан, 2 л, бензин, КПП типтроник, 30 000 км, белый, литые диски, тонировка, спойлер, ветровики, багажник, хр...",Алматы
785,Mazda 6,13 900 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 1 800 км, белый, литые диски, тонировка, люк, ветровики, багажник, линзова...",Нур-Султан (Астана)
786,Mazda 6,4 300 000 ₸,"2015 г., седан, 2.5 л, бензин, КПП автомат, 100 000 км, синий, металлик, литые диски, тонировка, люк, ксенон, биксенон...",Уральск
787,Mazda 6,15 200 000 ₸,"2019 г., седан, 2.5 л, бензин, КПП автомат, 18 200 км, Продаётся мазда 6 в отличном состоянии в хорошие руки, машина н...",Алматы
788,Mazda 6,6 500 000 ₸,"2014 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, люк, обогрев зеркал, хрустальная...",Петропавловск
789,Mazda 6,8 000 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 97 000 км, коричневый, литые диски, тонировка, багажник, ксенон, корректор ф...",Нур-Султан (Астана)
790,Mazda 6,6 500 000 ₸,"2013 г., универсал, 2 л, бензин, КПП типтроник, 62 700 км, белый, литые диски, ветровики, рейлинги, ксенон, линзованна...",Алматы
791,Mazda 6,4 700 000 ₸,"2012 г., седан, 2 л, бензин, КПП типтроник, 69 000 км, серебристый, литые диски, тонировка, багажник, ксенон, хрусталь...",Шымкент
